conversation_id,conversation_text,attribute_count_normalized,average_specificity,maximum_specificity,high_specificity_ratio,sensitive_category_count_normalized,uniqueness_risk,risk_score,risk_level,attributes_json,contextual_indicators_json
ml_conv_0370,Yesterday I mentioned that I live in India; my contact is a mobile number.,0.4,0.5349999999999999,0.58,0.0,0.0,0,2.005556,LOW,"[{""type"": ""LOCATION"", ""value"": ""India"", ""specificity"": 0.49, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.58, ""confidence"": 0.91, ""source_message_id"": 2}]",[]
ml_conv_0371,Here are some details: my family includes single parent; I have health problems; I work as a student.,0.6,0.3,0.55,0.0,0.4,0,2.805556,LOW,"[{""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.18, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.17, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""OCCUPATION"", ""value"": ""student"", ""specificity"": 0.55, ""confidence"": 0.89, ""source_message_id"": 1}]",[]
ml_conv_0372,"For context, I am the only person matching these details: I have a government identification number; my contact is a mobile number; I have a small loan; I live in small village near Pune; I visited health centre; I work as a student.",1.0,0.8516666666666667,0.97,1.0,0.2,1.0,8.007407,HIGH,"[{""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.75, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.92, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.76, ""confidence"": 0.88, ""source_message_id"": 3}, {""type"": ""LOCATION"", ""value"": ""small village near Pune"", ""specificity"": 0.88, ""confidence"": 0.97, ""source_message_id"": 4}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.83, ""confidence"": 0.98, ""source_message_id"": 4}, {""type"": ""OCCUPATION"", ""value"": ""student"", ""specificity"": 0.97, ""confidence"": 0.93, ""source_message_id"": 2}]","[{""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0373,A few details about me: I identify as woman; I have a ration card.,0.4,0.22499999999999998,0.35,0.0,0.0,0,1.277778,LOW,"[{""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.1, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.35, ""confidence"": 0.93, ""source_message_id"": 2}]",[]
ml_conv_0374,A few details about me: I am the only person matching these details: I have a ration card; I work as a teacher; I identify as nonbinary adult; I have health problems; I am 41; I live in Karnataka; the relevant date is yesterday.,1.0,0.8214285714285714,0.95,0.7142857142857143,0.2,1.0,7.464286,HIGH,"[{""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.69, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.67, ""confidence"": 0.94, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.89, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.86, ""confidence"": 0.97, ""source_message_id"": 4}, {""type"": ""AGE"", ""value"": ""41"", ""specificity"": 0.76, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Karnataka"", ""specificity"": 0.95, ""confidence"": 0.95, ""source_message_id"": 3}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.93, ""confidence"": 0.97, ""source_message_id"": 2}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0375,"My situation is that I am young adult; I live in India. The bus was late, so I listened to music while waiting.",0.4,0.13,0.14,0.0,0.0,0,0.822222,LOW,"[{""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.14, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""India"", ""specificity"": 0.12, ""confidence"": 0.97, ""source_message_id"": 1}]",[]
ml_conv_0376,My situation is that I have financial difficulty; I visited health centre; the relevant date is this week.,0.6,0.7766666666666667,0.84,0.6666666666666666,0.2,0,4.485185,MEDIUM,"[{""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.84, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""health centre"", ""specificity"": 0.83, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.66, ""confidence"": 0.9, ""source_message_id"": 2}]",[]
ml_conv_0377,A few details about me: I am 34; the relevant date is 2 January 2025; I identify as man; I have health problems; I have ₹50 lakh debt.,1.0,0.648,0.85,0.4,0.4,0.2,5.247778,MEDIUM,"[{""type"": ""AGE"", ""value"": ""34"", ""specificity"": 0.47, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.57, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.55, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.8, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.85, ""confidence"": 0.93, ""source_message_id"": 2}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0378,My situation is that I am the only person matching these details: I work as a software engineer; I have a ration card; I have diabetes; I have medical debt.,0.8,0.7025,0.77,0.5,0.4,1.0,6.897222,HIGH,"[{""type"": ""OCCUPATION"", ""value"": ""software engineer"", ""specificity"": 0.77, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.65, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""diabetes"", ""specificity"": 0.68, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""medical debt"", ""specificity"": 0.71, ""confidence"": 0.96, ""source_message_id"": 3}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0379,Here are some details: I am adult.,0.2,0.11,0.11,0.0,0.0,0,0.527778,LOW,"[{""type"": ""AGE"", ""value"": ""adult"", ""specificity"": 0.11, ""confidence"": 0.96, ""source_message_id"": 1}]",[]
ml_conv_0380,Yesterday I mentioned that I am the only person matching these details: my family includes two children; I live in Ward 14 in Jaipur; my contact is a phone ending in 4421; I have health problems; I work as a teacher. The appointment was recorded in the local clinic register.,1.0,0.8160000000000001,0.88,1.0,0.4,1.0,8.262222,HIGH,"[{""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.88, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Ward 14 in Jaipur"", ""specificity"": 0.86, ""confidence"": 0.99, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.73, ""confidence"": 0.9, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.88, ""confidence"": 0.95, ""source_message_id"": 3}, {""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.73, ""confidence"": 0.9, ""source_message_id"": 2}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0381,Yesterday I mentioned that I have a rare blood disorder; I identify as nonbinary adult; I have ₹50 lakh debt; I work as a farm worker; I am young adult; I visited district clinic. I had already discussed the matter with the district office.,1.0,0.8283333333333333,0.99,1.0,0.4,0,6.237037,MEDIUM,"[{""type"": ""HEALTH"", ""value"": ""a rare blood disorder"", ""specificity"": 0.74, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.76, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.96, ""confidence"": 0.98, ""source_message_id"": 2}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.99, ""confidence"": 0.94, ""source_message_id"": 3}, {""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.77, ""confidence"": 0.96, ""source_message_id"": 4}, {""type"": ""FACILITY"", ""value"": ""district clinic"", ""specificity"": 0.75, ""confidence"": 0.94, ""source_message_id"": 3}]",[]
ml_conv_0382,Here are some details: I work as a teacher; I have rare neurological disorder; my family includes two children; the relevant date is yesterday; my contact is a mobile number.,1.0,0.788,0.91,0.8,0.4,0.35,6.503333,MEDIUM,"[{""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.73, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""rare neurological disorder"", ""specificity"": 0.89, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.75, ""confidence"": 0.92, ""source_message_id"": 3}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.91, ""confidence"": 0.96, ""source_message_id"": 3}, {""type"": ""PHONE_NUMBER"", ""value"": ""a mobile number"", ""specificity"": 0.66, ""confidence"": 0.93, ""source_message_id"": 2}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""exact_date"", ""attribute_type"": ""DATE""}]"
ml_conv_0383,Yesterday I mentioned that I have asthma; I have a government identification number; my family includes parent; I identify as man; I live in Bengaluru. I had already discussed the matter with the district office.,1.0,0.8320000000000001,0.95,1.0,0.4,0.2,6.618889,MEDIUM,"[{""type"": ""HEALTH"", ""value"": ""asthma"", ""specificity"": 0.76, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.95, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.94, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.73, ""confidence"": 0.93, ""source_message_id"": 4}, {""type"": ""LOCATION"", ""value"": ""Bengaluru"", ""specificity"": 0.78, ""confidence"": 0.93, ""source_message_id"": 4}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0384,Here are some details: I am the only person matching these details: I work as a software engineer; I have a rare blood disorder; I have ₹50 lakh debt; the relevant date is 2 January 2025; I identify as man. The appointment was recorded in the local clinic register.,1.0,0.792,0.95,0.6,0.4,1.0,7.685556,HIGH,"[{""type"": ""OCCUPATION"", ""value"": ""software engineer"", ""specificity"": 0.77, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""a rare blood disorder"", ""specificity"": 0.91, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.67, ""confidence"": 0.93, ""source_message_id"": 3}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.66, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.95, ""confidence"": 0.92, ""source_message_id"": 3}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0385,My situation is that I am the only person matching these details: I have a ration card; the relevant date is 14 March 2026; I have rare neurological disorder; I identify as woman. Only a few people in the area know these details about me.,0.8,0.8075,0.89,1.0,0.2,1.0,7.602778,HIGH,"[{""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.81, ""confidence"": 0.91, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.79, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""rare neurological disorder"", ""specificity"": 0.89, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.74, ""confidence"": 0.88, ""source_message_id"": 4}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0386,A few details about me: I am 41; I live in Village Y; my family includes single parent. I had already discussed the matter with the district office.,0.6,0.84,0.94,1.0,0.2,0.8999999999999999,7.277778,HIGH,"[{""type"": ""AGE"", ""value"": ""41"", ""specificity"": 0.94, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Village Y"", ""specificity"": 0.85, ""confidence"": 0.88, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.73, ""confidence"": 0.91, ""source_message_id"": 1}]","[{""indicator"": ""exact_age"", ""attribute_type"": ""AGE""}, {""indicator"": ""village_level_location"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0387,Here are some details: I identify as woman; I have a government identification number; I am young adult; I visited City Hospital.,0.8,0.655,0.81,0.25,0.0,0,3.383333,MEDIUM,"[{""type"": ""GENDER"", ""value"": ""woman"", ""specificity"": 0.61, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.63, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""AGE"", ""value"": ""young adult"", ""specificity"": 0.81, ""confidence"": 0.88, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.57, ""confidence"": 0.94, ""source_message_id"": 1}]",[]
ml_conv_0388,A few details about me: I have chronic kidney disease; I have a ration card.,0.4,0.89,0.93,1.0,0.2,0.2,5.538889,MEDIUM,"[{""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.85, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.93, ""confidence"": 0.99, ""source_message_id"": 1}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0389,Yesterday I mentioned that I identify as nonbinary adult; I live in Mysuru; I work as a shopkeeper; my family includes elderly dependent; I am 41; the relevant date is this week; I visited City Hospital.,1.0,0.8614285714285714,0.97,1.0,0.2,0,5.796032,MEDIUM,"[{""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.92, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Mysuru"", ""specificity"": 0.93, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""OCCUPATION"", ""value"": ""shopkeeper"", ""specificity"": 0.79, ""confidence"": 0.9, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""elderly dependent"", ""specificity"": 0.87, ""confidence"": 0.91, ""source_message_id"": 4}, {""type"": ""AGE"", ""value"": ""41"", ""specificity"": 0.74, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.81, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.97, ""confidence"": 0.93, ""source_message_id"": 3}]",[]
ml_conv_0390,A few details about me: I am the only person matching these details: I work as a teacher; I live in Mysuru; I have a ration card; I have ₹50 lakh debt. Only a few people in the area know these details about me.,0.8,0.76,0.87,0.75,0.2,1.0,7.1,HIGH,"[{""type"": ""OCCUPATION"", ""value"": ""teacher"", ""specificity"": 0.68, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Mysuru"", ""specificity"": 0.73, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.76, ""confidence"": 0.99, ""source_message_id"": 3}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.87, ""confidence"": 0.93, ""source_message_id"": 2}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""LOCATION""}]"
ml_conv_0391,Yesterday I mentioned that I have health problems; I work as a farm worker; my family includes two children.,0.6,0.59,0.63,0.0,0.4,0,3.261111,LOW,"[{""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.62, ""confidence"": 0.92, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.63, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""two children"", ""specificity"": 0.52, ""confidence"": 0.92, ""source_message_id"": 2}]",[]
ml_conv_0392,Here are some details: I am the only person matching these details: the relevant date is this week; I have a ration card; my contact is a phone ending in 4421; I work as a farm worker.,0.8,0.7875,0.96,1.0,0.0,1.0,7.252778,HIGH,"[{""type"": ""DATE"", ""value"": ""this week"", ""specificity"": 0.71, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.96, ""confidence"": 0.89, ""source_message_id"": 2}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.77, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.71, ""confidence"": 0.92, ""source_message_id"": 2}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0393,A few details about me: I have financial difficulty; I have a government identification number; the relevant date is yesterday.,0.6,0.49,0.66,0.0,0.2,0,2.755556,LOW,"[{""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.66, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.37, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.44, ""confidence"": 0.89, ""source_message_id"": 3}]",[]
ml_conv_0394,"For context, I identify as nonbinary adult; I have a government identification number; I have chronic kidney disease.",0.6,0.4166666666666667,0.57,0.0,0.2,0,2.524074,LOW,"[{""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.49, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.57, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""chronic kidney disease"", ""specificity"": 0.19, ""confidence"": 0.95, ""source_message_id"": 1}]",[]
ml_conv_0395,Yesterday I mentioned that I live in Bengaluru; I am 29; I identify as man; the relevant date is 14 March 2026; I have diabetes.,1.0,0.596,0.79,0.2,0.2,0,3.867778,MEDIUM,"[{""type"": ""LOCATION"", ""value"": ""Bengaluru"", ""specificity"": 0.79, ""confidence"": 0.94, ""source_message_id"": 1}, {""type"": ""AGE"", ""value"": ""29"", ""specificity"": 0.53, ""confidence"": 0.98, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.69, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""DATE"", ""value"": ""14 March 2026"", ""specificity"": 0.5, ""confidence"": 0.98, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""diabetes"", ""specificity"": 0.47, ""confidence"": 0.9, ""source_message_id"": 4}]",[]
ml_conv_0396,"For context, my family includes single parent; I have a rare blood disorder; I visited PHC Y.",0.6,0.7166666666666667,0.8,0.6666666666666666,0.4,0,4.796296,MEDIUM,"[{""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.65, ""confidence"": 0.93, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""a rare blood disorder"", ""specificity"": 0.7, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.8, ""confidence"": 0.97, ""source_message_id"": 3}]",[]
ml_conv_0397,Yesterday I mentioned that I am the only person matching these details: my family includes single parent; I have health problems; I work as a student.,0.6,0.93,0.99,1.0,0.4,1.0,8.127778,HIGH,"[{""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.92, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""HEALTH"", ""value"": ""health problems"", ""specificity"": 0.99, ""confidence"": 0.93, ""source_message_id"": 2}, {""type"": ""OCCUPATION"", ""value"": ""student"", ""specificity"": 0.88, ""confidence"": 0.96, ""source_message_id"": 1}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}, {""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0398,Yesterday I mentioned that I am the only person matching these details: I identify as nonbinary adult; I have a ration card; I have financial difficulty. Only a few people in the area know these details about me.,0.6,0.8666666666666667,0.9,1.0,0.2,1.0,7.462963,HIGH,"[{""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.81, ""confidence"": 0.99, ""source_message_id"": 1}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a ration card"", ""specificity"": 0.89, ""confidence"": 0.96, ""source_message_id"": 1}, {""type"": ""FINANCIAL"", ""value"": ""financial difficulty"", ""specificity"": 0.9, ""confidence"": 0.94, ""source_message_id"": 3}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0399,Here are some details: I have a government identification number; I live in Karnataka; the relevant date is 2 January 2025; I have rare neurological disorder; I have a small loan.,1.0,0.678,0.8,0.6,0.4,0.2,5.531111,MEDIUM,"[{""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.38, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""LOCATION"", ""value"": ""Karnataka"", ""specificity"": 0.74, ""confidence"": 0.96, ""source_message_id"": 2}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.69, ""confidence"": 0.94, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""rare neurological disorder"", ""specificity"": 0.78, ""confidence"": 0.91, ""source_message_id"": 2}, {""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.8, ""confidence"": 0.9, ""source_message_id"": 1}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0400,My situation is that I am the only person matching these details: I have a government identification number; my contact is a phone ending in 4421; I visited PHC Y; the relevant date is yesterday; my family includes single parent; I work as a shopkeeper.,1.0,0.7666666666666666,0.91,0.8333333333333334,0.2,1.0,7.535185,HIGH,"[{""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.68, ""confidence"": 0.97, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.91, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""PHC Y"", ""specificity"": 0.75, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""DATE"", ""value"": ""yesterday"", ""specificity"": 0.77, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""FAMILY"", ""value"": ""single parent"", ""specificity"": 0.74, ""confidence"": 0.95, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""shopkeeper"", ""specificity"": 0.75, ""confidence"": 0.95, ""source_message_id"": 2}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""AGE""}]"
ml_conv_0401,"For context, my family includes parent; I work as a farm worker; I have diabetes; I have a government identification number; I visited City Hospital; I have medical debt.",1.0,0.8466666666666667,0.97,0.6666666666666666,0.6,0.2,6.557407,MEDIUM,"[{""type"": ""FAMILY"", ""value"": ""parent"", ""specificity"": 0.67, ""confidence"": 0.89, ""source_message_id"": 1}, {""type"": ""OCCUPATION"", ""value"": ""farm worker"", ""specificity"": 0.94, ""confidence"": 0.97, ""source_message_id"": 2}, {""type"": ""HEALTH"", ""value"": ""diabetes"", ""specificity"": 0.89, ""confidence"": 0.92, ""source_message_id"": 3}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.65, ""confidence"": 0.89, ""source_message_id"": 3}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.96, ""confidence"": 0.96, ""source_message_id"": 3}, {""type"": ""FINANCIAL"", ""value"": ""medical debt"", ""specificity"": 0.97, ""confidence"": 0.99, ""source_message_id"": 4}]","[{""indicator"": ""sensitive_health_attribute"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0402,"Yesterday I mentioned that I have a small loan. It was a quiet day with errands, tea, and a little television.",0.2,0.29,0.29,0.0,0.2,0,1.472222,LOW,"[{""type"": ""FINANCIAL"", ""value"": ""a small loan"", ""specificity"": 0.29, ""confidence"": 0.95, ""source_message_id"": 1}]",[]
ml_conv_0403,A few details about me: I am the only person matching these details: I have diabetes; the relevant date is 2 January 2025; I visited City Hospital; I identify as man; I have ₹50 lakh debt; I have a government identification number.,1.0,0.7833333333333333,0.98,1.0,0.4,1.0,8.392593,HIGH,"[{""type"": ""HEALTH"", ""value"": ""diabetes"", ""specificity"": 0.7, ""confidence"": 0.88, ""source_message_id"": 1}, {""type"": ""DATE"", ""value"": ""2 January 2025"", ""specificity"": 0.72, ""confidence"": 0.99, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.86, ""confidence"": 0.95, ""source_message_id"": 2}, {""type"": ""GENDER"", ""value"": ""man"", ""specificity"": 0.98, ""confidence"": 0.91, ""source_message_id"": 4}, {""type"": ""FINANCIAL"", ""value"": ""₹50 lakh debt"", ""specificity"": 0.73, ""confidence"": 0.92, ""source_message_id"": 2}, {""type"": ""GOVERNMENT_ID"", ""value"": ""a government identification number"", ""specificity"": 0.71, ""confidence"": 0.9, ""source_message_id"": 4}]","[{""indicator"": ""uniqueness_word"", ""attribute_type"": ""HEALTH""}]"
ml_conv_0404,Yesterday I mentioned that I identify as nonbinary adult.,0.2,0.4,0.4,0.0,0.0,0,1.333333,LOW,"[{""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.4, ""confidence"": 0.97, ""source_message_id"": 1}]",[]
ml_conv_0405,"For context, I identify as nonbinary adult; my contact is a phone ending in 4421; I visited City Hospital.",0.6,0.49666666666666665,0.7,0.3333333333333333,0.0,0,2.940741,LOW,"[{""type"": ""GENDER"", ""value"": ""nonbinary adult"", ""specificity"": 0.7, ""confidence"": 0.9, ""source_message_id"": 1}, {""type"": ""PHONE_NUMBER"", ""value"": ""a phone ending in 4421"", ""specificity"": 0.37, ""confidence"": 0.88, ""source_message_id"": 2}, {""type"": ""FACILITY"", ""value"": ""City Hospital"", ""specificity"": 0.42, ""confidence"": 0.95, ""source_message_id"": 3}]",[]
